text,label,label_name
i ordered online weeks ago and i never received my package in the mail and i don't want to wait any more. so if i could get my money back now that would be great.,42,request_refund
i've made a transfer from france two days ago but i was wondering if international transfers take longer to arrive because it hasn't made it yet.,67,balance_not_updated_after_bank_transfer
i received the wrong amount of cash.,19,wrong_amount_of_cash_received
can somebody else top up my account?,33,topping_up_by_card
i tried using my credit card with top up but it didn't work! i thought it was supposed to?,66,top_up_failed
i would like help to revert a transaction i did this morning,17,cancel_transfer
i'm seeing a direct debit payment that is not me.,37,direct_debit_payment_not_recognised
are purchases returnable for full refund?,42,request_refund
how are cash withdrawals pending?,5,pending_cash_withdrawal
why do i need to verify the top up?,59,verify_top_up
can i choose when my card is delivered?,7,card_delivery_estimate
what's the deal? money has just disappeared out of my account. i thought you offered crypto top up and it doesn't seem to working.,25,top_up_reverted
how come my money hasn't shown up yet?,21,transfer_not_received_by_recipient
do you let me choose between visa and mastercard?,32,visa_or_mastercard
why do you need to know so much about me for my account?,29,why_verify_identity
how would i change my details?,28,edit_personal_details
what is the auto top-up limit?,8,automatic_top_up
hey i thought transfers were free. why are you charging me?,55,transfer_fee_charged
will you set a limit to my top-up?,18,top_up_limits
whats the maximum number of disposable cards that i can get?,34,disposable_card_limits
i have a transfer that was declined.,43,declined_transfer
can both a visa and mastercard be received from you?,32,visa_or_mastercard
where in the app do i link a new card?,1,card_linking
do i have a limit to the number of top-ups per day?,18,top_up_limits
what should i do about a direct debit that i did not set up?,37,direct_debit_payment_not_recognised
there has been a payment in the app that has not be done by me.,27,card_payment_not_recognised
i make payments for my place abroad using this account and since i use it so frequently i was wondering why did the fees increase suddenly rather than decreasing? i would think customers like me should receive incentives for using your service,55,transfer_fee_charged
"instead of gbp, how do i exchange for aud?",10,exchange_via_app
the atm didn't give me enough money.,19,wrong_amount_of_cash_received
i ordered something online a while ago and i haven't gotten it. i would like a refund.,42,request_refund
i want to request a physical card,62,order_physical_card
how can i check to see where my funds come from?,50,verify_source_of_funds
i did not receive the correct amount for the exchange rate.,3,card_payment_wrong_exchange_rate
i accidentally exceeded my pin tries. please advise.,13,pin_blocked
i need to get my card quickly,7,card_delivery_estimate
i need urgent help. i realize i sent my payment to the wrong account number. i made a typo. please cancel the transfer immediately. i cannot do anything from the app.,17,cancel_transfer
the amount of money i pushed at the atm machine did not come out of the machine.,19,wrong_amount_of_cash_received
why do you need me to verify who i am?,29,why_verify_identity
can i quickly send a transfer from china? how long will it take?,51,transfer_timing
i need to dispute a direct debit.,37,direct_debit_payment_not_recognised
"i made a transfer and the receiver did not get the right amount its lesser than what it should be,now i have to transfer more money to make up for the missing amount . can you please help me about this, what should be done",55,transfer_fee_charged
i only have a card from the us is that okay?,22,supported_cards_and_currencies
can my pin be changed in any cash machine?,53,change_pin
google pay top up did not work,74,apple_pay_or_google_pay
"you can activate your card in a few seconds by going to account, hitting activate, and just following the directions.",71,activate_my_card
a transaction is showing more than once.,49,transaction_charged_twice
why was a fee changed for my transfer?,55,transfer_fee_charged
i am not in the uk can i get a card?,76,country_support
what fiat currencies are supported?,6,fiat_currency_support
i have been charged two times for one transaction.,49,transaction_charged_twice
if i don't have much money in the account can i auto top-up?,8,automatic_top_up
how do i open an account for my children?,12,age_limit
"i tried to get money out of an atm in notting hill earlier, but it didn't work. is my card actually working? it's the first time i tried using it",39,declined_cash_withdrawal
help me. my transfer was declined. how could this happen?,43,declined_transfer
"lost card found, want to put it back in app",1,card_linking
i exchanged cash when traveling and the rate was incorrect.,64,wrong_exchange_rate_for_cash_withdrawal
i am very dissatisfied with the services that you are providing. i want to cancel my account.,47,terminate_account
is there a limit on how much i can top up?,18,top_up_limits
how do i check security settings using the app?,9,card_not_working
when will i receive the cash payment from the check i deposited?,26,balance_not_updated_after_cheque_or_cash_deposit
i haven't been able to complete any transactions on my card today. do you know what's wrong?,9,card_not_working
can i setup top ups in advance?,8,automatic_top_up
do you support changing the currency i use?,10,exchange_via_app
what should i do if i exceed my pin tries?,13,pin_blocked
your machine took my card. how do i get it back?,48,card_swallowed
what is the timeframe for a transfer in europe?,51,transfer_timing
give me a refund now!! i am still waiting.,44,Refund_not_showing_up
someone must have found my card details as i don't recognize these transactions.,35,compromised_card
"my new card has arrived, what's the activation procedure?",71,activate_my_card
what currencies can i hold?,6,fiat_currency_support
"how long do transfers take, mine just says pending?",46,pending_transfer
are the delivery days flexible? my schedule only allows me to be a available on specific dates.,7,card_delivery_estimate
how quickly can you get me my card?,7,card_delivery_estimate
how can i cancel a transfer i made,17,cancel_transfer
i'd like to order another card,60,getting_spare_card
card activation is not working. what do i do?,71,activate_my_card
the seller of the items i bought online the other day hasn't received the eu transfer yet. how long do these usually take?,46,pending_transfer
what are the reasons i have to proof my identity to you?,29,why_verify_identity
why is it showing that my account has been charged a dollar that is showing as pending?,4,extra_charge_on_statement
do i have a say when it's delivered?,7,card_delivery_estimate
something's wrong my card won't work.,9,card_not_working
"i need a refund from you because the merchant is refusing, can you do that?",44,Refund_not_showing_up
is the top-up amount unlimited?,18,top_up_limits
i want a reason as to why my beneficiary is not allowed?,54,beneficiary_not_allowed
can i top-up any amount?,18,top_up_limits
i was recently mugged and would like to know if i have to have access to the app to use your services and how i would go about setting up your services on a new device belonging to a current user?,41,lost_or_stolen_phone
my rate is not right when i used my card in a different country's money.,64,wrong_exchange_rate_for_cash_withdrawal
i believe that my card has been stolen!,11,lost_or_stolen_card
i might need a new card because it's not working at any of the atms. i don't think ive used all my money. why is it doing this?,39,declined_cash_withdrawal
"my payment was put back, i think.",52,reverted_card_payment?
is american express supported for adding money into my account?,22,supported_cards_and_currencies
"can i change my pin at atms? if so, what ones?",53,change_pin
where would i order a virtual card?,23,getting_virtual_card
"if i need an additional card, is there a fee for that?",60,getting_spare_card
can i add money to top up my account via a bank transfer?,58,transfer_into_account
how do i change the details in my account?,28,edit_personal_details
i've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. the transfer is still not available so can you please find out what is going on?,21,transfer_not_received_by_recipient
is there a reason why my virtual card won't work?,63,virtual_card_not_working
is it possible to delete the account?,47,terminate_account
when will a refund post to my account?,44,Refund_not_showing_up
i deactivated my card but would like to reactivate it.,1,card_linking
i was removing a dollar amount from my account and now don't have access to my card.,48,card_swallowed
is there any way for you to find my card?,11,lost_or_stolen_card
i did not receive my full withdrawal amount,19,wrong_amount_of_cash_received
"i usually don't get charged for transfers, why was i this month?",55,transfer_fee_charged
there is a withdrawal on my account that i don't remember initiating.,68,cash_withdrawal_not_recognised
are there any fees when exchanging to foreign currencies?,69,exchange_charge
what do i do if i have forgotten my passcode?,38,passcode_forgotten
what cards can i use to add money to my account,22,supported_cards_and_currencies
when do i activate auto top-up?,8,automatic_top_up
why did i get charged twice for the same thing,49,transaction_charged_twice
"i got double charged from something, what can i do?",49,transaction_charged_twice
can i purchase with cash or cheque?,61,top_up_by_cash_or_cheque
i did a topup successfully but its not showing in balance. i think there is some problem in system.,25,top_up_reverted
can i get a physical card,62,order_physical_card
"i lost my card, what do i do now?",11,lost_or_stolen_card
why have i not received a virtual card yet?,23,getting_virtual_card
i can't access my money. is it because somethings wrong with the top-up? i set it up correctly.,66,top_up_failed
can someone please help assist me by explaining to me why my pass-code is not working?,38,passcode_forgotten
how do i see my source of funds?,50,verify_source_of_funds
"i am calling because the atm didn't give me the right amount of cash, but my app shows the actual amount i wanted to withdraw. what should i do to get my money back?",19,wrong_amount_of_cash_received
i topped up but the app denied it,66,top_up_failed
i was declined when trying to withdrawal cash!,39,declined_cash_withdrawal
why was i charged an extra fee from the atm?,72,cash_withdrawal_charge
i don't have the means to prove my identity.,30,unable_to_verify_identity
can i use a check to get gas?,61,top_up_by_cash_or_cheque
i thought i would have received my new card at this point.,0,card_arrival
my card is almost going to expire.,73,card_about_to_expire
are you aware of any charges for receiving money?,15,top_up_by_bank_transfer_charge
is there a charge for sending out more cards?,60,getting_spare_card
will i get charged for topping up with an international card?,70,top_up_by_card_charge
the exchange rate i got for cash was wrong,64,wrong_exchange_rate_for_cash_withdrawal
will i be charged to top off my account?,15,top_up_by_bank_transfer_charge
why do you keep declining my payment?i tried several times already with this card and it is just not working.,45,declined_card_payment
how do i top-up while traveling?,8,automatic_top_up
i couldn't make a transfer because it was declined,43,declined_transfer
how do i get my money back for something i bought?,42,request_refund
"my card is stuck in an atm machine, how do i get it back quickly?",48,card_swallowed
"i don't like the services, please close my account",47,terminate_account
what is this extra fee while i was doing a transfer?,55,transfer_fee_charged
i have a direct debit that i did not set up,37,direct_debit_payment_not_recognised
what are the steps for the identity checks?,75,verify_my_identity
i have been waiting over a week. is the card still coming?,0,card_arrival
i just realised i made the wrong payment yesterday. can you please change it to the right account? it's my rent payment and really really needs to be in the right account by tomorrow,17,cancel_transfer
why did my cash deposit not show up?,26,balance_not_updated_after_cheque_or_cash_deposit
i'm suddenly getting an error while attempting a transfer that it isn't possible. why? i've done it before.,54,beneficiary_not_allowed
i need my card right away.,7,card_delivery_estimate
"i have been charged more than i should for the presents i bought when abroad, the problem seems to be the exchange rate.",3,card_payment_wrong_exchange_rate
can i get my card fast tracked?,7,card_delivery_estimate
i need my card activated.,71,activate_my_card
what would ii do if i wanted to activate my new card,71,activate_my_card
my cash withdrawal was short.,19,wrong_amount_of_cash_received
"transfer was declined, could not complete request.",43,declined_transfer
"i can't freeze my account as i need the card as i am traveling, how do i change my pin?",53,change_pin
where is my money that i transfered?!,67,balance_not_updated_after_bank_transfer
i need information explaining why my top-up failed to go through,66,top_up_failed
"found card, how to put it back in app",1,card_linking
my card won't physically work.,9,card_not_working
"this company is bad, delete my account now.",47,terminate_account
is there a auto top-up option?,8,automatic_top_up
"hello, just now i got to know withdrawal of money from of my account. as someone used my card to withdraw amount in any odd remote area. since i have not been in that area, please freeze my card immediately.",68,cash_withdrawal_not_recognised
i believe my exchange rate is incorrect,64,wrong_exchange_rate_for_cash_withdrawal
"i tried topping up using my card, but the money is gone?",33,topping_up_by_card
what do i do if my phone was stolen?,41,lost_or_stolen_phone
how long does a bank transfer take to show up in available funds?,67,balance_not_updated_after_bank_transfer
there is a cash withdrawal from an atm listed but i don't remember making this withdrawal.,68,cash_withdrawal_not_recognised
how do you top up on the apple watch?,74,apple_pay_or_google_pay
which countries does your service work in?,76,country_support
how do i use the app to exchange currencies?,10,exchange_via_app
"hi, i tried topping up for the first time today (i'm a new customer), and the transaction has shown as pending for the last half an hour. can you fix it?",16,pending_top_up
how do i make sure my transfer isn't goin to an unsupported merchant?,43,declined_transfer
which countries are you available in?,76,country_support
what is the most efficient way to activate my new card?,71,activate_my_card
is my account able to be topped up by my friends?,33,topping_up_by_card
how much longer is it going to take to get my new card?,0,card_arrival
where do i go to activate my card?,71,activate_my_card
can i withdraw money in my hometown currency while on holiday without any additional fees?,64,wrong_exchange_rate_for_cash_withdrawal
"the atm charged me an extra fee, why?",72,cash_withdrawal_charge
"so, the card pin?",31,get_physical_card
i do not recognize the card payment.,27,card_payment_not_recognised
i'm not sure why the card payment didn't work.,45,declined_card_payment
how do i protect my phone from someone using it after i lost it.,41,lost_or_stolen_phone
"my top-up hasn't gone through, what happened?",66,top_up_failed
i made a cash deposit to my account but i don't see it,26,balance_not_updated_after_cheque_or_cash_deposit
i cannot remember my passcode.,38,passcode_forgotten
is it possible to get a physical card?,62,order_physical_card
is there any cost to change foreign money to local?,69,exchange_charge
"my card has an issue, the payment has been deferred.",52,reverted_card_payment?
what is the charge for paying with my card?,20,card_payment_fee_charged
i was unaware of the additional charge that was added onto my previous payment. a notification of extra charges would be appreciated in the future.,20,card_payment_fee_charged
"for the identity check, do i need any kind of documentation?",75,verify_my_identity
are cards from the us accepted?,22,supported_cards_and_currencies
unsure how to provide my identity.,30,unable_to_verify_identity
i think someone has hacked my card!,35,compromised_card
can i get money back in my home currency at atm? as i am on holiday and bit concerned because i do not have any cash with me . is it possible to withdraw without any additional cost.,64,wrong_exchange_rate_for_cash_withdrawal
is there a limit on disposable cards?,34,disposable_card_limits
what are the steps for my friend to send me money?,56,receiving_money
i have a new card and need to activate it,71,activate_my_card
what is this extra €1 fee about?,4,extra_charge_on_statement
a direct debit payment that i didn't authorise shows up in my app.,37,direct_debit_payment_not_recognised
i am having problems with my contactless.,14,contactless_not_working
how do i get a refund for an unauthorized direct debit payment?,37,direct_debit_payment_not_recognised
my transfer didn't complete. why can't i access funds?,57,failed_transfer
is there a way to see my money's source?,50,verify_source_of_funds
why is verifaction required for my identity?,29,why_verify_identity
why is my top up for my new account not instant,16,pending_top_up
please tell me how i can get a virtual card.,23,getting_virtual_card
there is a debit i dont recognize,37,direct_debit_payment_not_recognised
are all fiat currencies supported?,6,fiat_currency_support
"when i was traveling abroad, the exchange rate was applied wrong.",3,card_payment_wrong_exchange_rate
my money transaction hasn't arrived.,21,transfer_not_received_by_recipient
will you tell me how i am supposed to use the disposable cards?,65,get_disposable_virtual_card
my phone has been stolen by someone,41,lost_or_stolen_phone
why is there an extra charge on my statement.,4,extra_charge_on_statement
"hi, last week i have contacted the seller for a refund as directed by you, but i have not received the money yet. please look into this issue with seller and help me in getting the refund.",44,Refund_not_showing_up
in which countries does your app work,76,country_support
what do i owe for a new card?,62,order_physical_card
my money hasn't been deposited yet. when will it be?,16,pending_top_up
are there any country restrictions?,76,country_support
i think somebody made an unauthorized copy of my card. my account has a cash withdrawal for 500£ that i did not make. please help.,68,cash_withdrawal_not_recognised
my transaction has not been received. when are you going to process it?,21,transfer_not_received_by_recipient
do i have to manually top-up my account each time or will it do it on its own?,8,automatic_top_up
what are the guidelines for the disposable cards?,34,disposable_card_limits
is it possible to order a virtual card?,23,getting_virtual_card
i need to know how much it costs to transfer funds.,55,transfer_fee_charged
please cancel the transaction,17,cancel_transfer
i attempted to get cash in the atm but i was denied,39,declined_cash_withdrawal
what is the time frame that transfers normally take from a uk account? i just completed a transfer and nothing shows up. i need to know if everything is alright.,67,balance_not_updated_after_bank_transfer
i need a new login code,38,passcode_forgotten
will there be a charge when money is added to my account?,15,top_up_by_bank_transfer_charge
can you tell me if a credit/refund is coming from a seller? i asked for refund directly from them and am still waiting. it's been a week now and i still havn't seen my refund yet.,44,Refund_not_showing_up
is there a fee for sending out more cards?,60,getting_spare_card
how do i link a new card to an existing one?,1,card_linking
my statement shows and extra 1$ that was charged to it and i would like to know why.,4,extra_charge_on_statement
i would like to better understand why my pass-code is not working.,38,passcode_forgotten
do yo charge a fee for exchanging foreign currencies?,69,exchange_charge
i need to freeze my card. there are charges on there that i did not authorize. they've been coming out for a couple of days. can i get this money back?,27,card_payment_not_recognised
how do i get refills to my card when i'm traveling?,8,automatic_top_up
why hasn't my payment gone through?,40,pending_card_payment
the app won't let me transfer money to a beneficiary,54,beneficiary_not_allowed
my recent transfer didn't go through - why not?,43,declined_transfer
how much does it cost to add money,70,top_up_by_card_charge
why can't i use a disposable card?,34,disposable_card_limits
"i have done a transfer within the country the day before yesterday, but it's still not there yet. can you please check what's going on with that, the account number definitely is the right one, i've checked that several times already.",21,transfer_not_received_by_recipient
the exchange rate at which my card payment is at is wrong,3,card_payment_wrong_exchange_rate
what is the top-up limit?,18,top_up_limits
i don't recognize this payment at all! help!,27,card_payment_not_recognised
is there a way to link the card i just got?,1,card_linking
where do i go to add a new card?,1,card_linking
how long does it take for a payment to change from pending?,40,pending_card_payment
how can i order my card?,62,order_physical_card
what happened to my top-up? it's not reflected.,16,pending_top_up
why hasnt my card come in yet?,0,card_arrival
what currencies and methods can i use to top up my account?,22,supported_cards_and_currencies
why is my top up failing,66,top_up_failed
how much can i withdrawal in one month without incurring fees?,72,cash_withdrawal_charge
how do i verify the source of my funds?,50,verify_source_of_funds
why has a cash withdrawal charged me?,72,cash_withdrawal_charge
how can i tell if someone else is using my card?,35,compromised_card
what is the fee for a transfer into my account,15,top_up_by_bank_transfer_charge
i received my new card. where is it in the app?,1,card_linking
"i may need to exchange my usd for gbp, can your app do that?",10,exchange_via_app
the exchange rate was incorrect for an item i bought.,3,card_payment_wrong_exchange_rate
what is the charge for using a top up card in the us?,70,top_up_by_card_charge
why does my statement show various transaction times?,49,transaction_charged_twice
where should i withdraw money from?,36,atm_support
what is the return policy?,42,request_refund
i made a cash deposit a few days ago and it's still not reflected in my account. do you know what might have happened?,26,balance_not_updated_after_cheque_or_cash_deposit
i didn't make a payment at this business.,27,card_payment_not_recognised
can you tell me when my card will arrive?,7,card_delivery_estimate
does it cost extra to exchange foreign currencies?,69,exchange_charge
i got some cash out of the atm over the holiday and it seems that i've been grossly overcharged. i wouldn't have done that if i knew of these outrageous charges!,64,wrong_exchange_rate_for_cash_withdrawal
"the card i thought i lost was in my jacket pocket this morning, so can i reactivate that?",1,card_linking
i don't know how to verify my identity.,75,verify_my_identity
someone stole my wallet with my card in it while vacationing in spain. i really need my card blocked and a new one ordered.,11,lost_or_stolen_card
why is my disposable card not working?,63,virtual_card_not_working
are there any charges for topping up a us-issued card?,70,top_up_by_card_charge
"i made a mistake when sending a payment, sending it to the wrong account number (with a typo) - can you please cancel the transaction?",17,cancel_transfer
i would like to know where my source of funds came from.,50,verify_source_of_funds
my withdrawals were going smooth until i got declined today. what is going on?,39,declined_cash_withdrawal
is there a charge for exchanging foreign currencies?,69,exchange_charge
can i see where my money is being transferred from?,50,verify_source_of_funds
how much is the exchange fee?,69,exchange_charge
i would like to top up my account automatically. how do i do that?,8,automatic_top_up
the app shows direct debit payments that i didn't make,37,direct_debit_payment_not_recognised
"my cash withdrawal is showing as pending, why?",5,pending_cash_withdrawal
how can i add money to my account if you don't accept cash,61,top_up_by_cash_or_cheque
it says pending status for my payment. why?,40,pending_card_payment
i am interested in cancelling a purchase,42,request_refund
it won't let me activate my card.,71,activate_my_card
i am still waiting for a the cash i deposited this morning,26,balance_not_updated_after_cheque_or_cash_deposit
my card expires soon,73,card_about_to_expire
can i have more physical cards?,60,getting_spare_card
who gets support?,76,country_support
do you take checks?,61,top_up_by_cash_or_cheque
i've deposited a check but the cash isn't showing that it's there yet.,26,balance_not_updated_after_cheque_or_cash_deposit
what is the age limit for opening a new account,12,age_limit
i swear that there are 2 payments on the app that i didn't make. could my card me stolen? please advise what i should do.,27,card_payment_not_recognised
"i just topped up, and the app denied it.",66,top_up_failed
do you offer cards for those in other countries?,76,country_support
"if i want to be able to give my daughter a card for my account, would i be allowed to get one for her?",60,getting_spare_card
am i getting charged for making a payment?,20,card_payment_fee_charged
i have tried sending a standard transfer five times and it hasn't gone through. what is the problem?,57,failed_transfer
what do i have to do to get a visa card?,32,visa_or_mastercard
i withdrew cash and dont see it reflected on the balance,5,pending_cash_withdrawal
is there a reason my transfer failed?,57,failed_transfer
what's up with verifying top-ups?,59,verify_top_up
i was given the wrong exchange rate when getting cash,64,wrong_exchange_rate_for_cash_withdrawal
is it possible to get a real card?,62,order_physical_card
i don't think my transfer wen through. why?,57,failed_transfer
i don't think the exchange rate was right.,64,wrong_exchange_rate_for_cash_withdrawal
i cannot get virtual card to work,63,virtual_card_not_working
is there a possibility to open an account for my sons and daughters?,12,age_limit
help me delete my account. i am not satisfied with the service.,47,terminate_account
my salary comes in gbp can i change my options somewhere?,56,receiving_money
why do i need to have my identity verified?,29,why_verify_identity
how many times can i use a virtual card?,34,disposable_card_limits
there is a cash withdrawal on my statement that i don't recognize,68,cash_withdrawal_not_recognised
stop the transaction,17,cancel_transfer
can you tell me why i wasn't able to complete my transfer?,57,failed_transfer
i did a payment but the app cancelled it.,52,reverted_card_payment?
can you tell me when the transfer will be completed?,46,pending_transfer
the app is having trouble verifying my identity.,30,unable_to_verify_identity
"my card payment has been declined, why?",45,declined_card_payment
what can i do with a disposable virtual card?,65,get_disposable_virtual_card
i heard you have virtual cards. how do i get one?,23,getting_virtual_card
money is not in recipients account.,21,transfer_not_received_by_recipient
how long the card validity,9,card_not_working
can i convert currency with the app?,10,exchange_via_app
i cant seem to activate card,71,activate_my_card
what are the disposable cards restrictions?,34,disposable_card_limits
can you please refund my item?,42,request_refund
i am unable to use my top-up on the app. could you explain this to me?,25,top_up_reverted
how long will my transfer be pending for?,46,pending_transfer
how can you transfer my salary to my correct currency?,56,receiving_money
i need to know what these extra charges are on my statement?,4,extra_charge_on_statement
my accounts been charged a payment for something i didn't make.,37,direct_debit_payment_not_recognised
how can i tell the source for my available funds?,50,verify_source_of_funds
"my card arrived but i need to make it work in the app, how do i do that?",1,card_linking
i didn't make a payment that shows in my app.,27,card_payment_not_recognised
how do i add money from my amex card to top up,22,supported_cards_and_currencies
what is the cause of the delay in applying my card payment to my account?,40,pending_card_payment
why do i get a fee every time i transfer?,55,transfer_fee_charged
why would my transfer be declined?,43,declined_transfer
my statement indicates i made a payment to an unfamiliar merchant.,27,card_payment_not_recognised
"i already made a transfer and want to cancel it, how do i do that?",17,cancel_transfer
what us credit cards do you accept?,22,supported_cards_and_currencies
i do not know what this charge is for,37,direct_debit_payment_not_recognised
"my statement shows a 1£ purchase pending. i do not remember making this purchase, please let me know what this is about.",4,extra_charge_on_statement
i was unable to transfer money from my account.,57,failed_transfer
i received the wrong exchange rate for an item i bought.,3,card_payment_wrong_exchange_rate
my card was stolen and used to make several purchases. please freeze my card so no one can use it.,35,compromised_card
"if i am in china, can i still order a new card and if so, how?",73,card_about_to_expire
where do i access the auto top-up function?,8,automatic_top_up
will there be a charge for topping up by account with a sepa transfer?,15,top_up_by_bank_transfer_charge
please tell me what the exchange fee is.,69,exchange_charge
"i need to delete my account, please.",47,terminate_account
can i request a refund,42,request_refund
what do i have to do to cancel a transfer?,17,cancel_transfer
"i have done a transfer within the country the day before yesterday, but it's still not there yet. can you please check what's going on with that, the account number is the right one, i've checked that several times already.",21,transfer_not_received_by_recipient
why was there an extra charge with the withdrawal of my money?,72,cash_withdrawal_charge
i'd like to have it delivered on saturday. is that possible?,7,card_delivery_estimate
why are all my identity details required,29,why_verify_identity
do i have a choice for a mastercard?,32,visa_or_mastercard
it looks like i was charged twice for a single transaction,49,transaction_charged_twice
"i dont recognise some of these transactions, i think someone has my card details",35,compromised_card
my top up did not go through yet.,16,pending_top_up
i don't think i made this transaction on my statement,27,card_payment_not_recognised
what stipulations do disposable cards entail?,34,disposable_card_limits
my identity can't be verified.,30,unable_to_verify_identity
what do i do now that i can't use this card?,9,card_not_working
i have noticed that my account was double charged for a couple of items this week. please review and refund the double charged items back.,49,transaction_charged_twice
why have i been charged a fee for cash withdrawal?,72,cash_withdrawal_charge
i am unaware of what my password is.,38,passcode_forgotten
what are the steps i need to take to cancel a transaction?,17,cancel_transfer
why was my transaction charged an extra fee when paying with my card?,20,card_payment_fee_charged
can my daughter make an account?,12,age_limit
i just replaced my phone but how do i use my card information?,41,lost_or_stolen_phone
the atm i used for foreign currency provided the wrong exchange rate.,64,wrong_exchange_rate_for_cash_withdrawal
i havent got my card,0,card_arrival
will i be charged for adding money by transfer?,15,top_up_by_bank_transfer_charge
how soon will my balance be updated to reflect my transfer?,67,balance_not_updated_after_bank_transfer
how do i replace a card that's going to expire?,73,card_about_to_expire
what type of fiat currencies do you support?,6,fiat_currency_support
why did my top-up not go through?,25,top_up_reverted
my balance was not updated after transferring money.,67,balance_not_updated_after_bank_transfer
can i top-up automatically?,8,automatic_top_up
how long will it take to receive a virtual card?,23,getting_virtual_card
can i electronically transfer funds into my account from my american express?,22,supported_cards_and_currencies
problem with my top up going through,16,pending_top_up
"i withdrew cash from an atm earlier but it shows up as pending in the app. how can this still be pending, i received the cash already?",5,pending_cash_withdrawal
where can i find a list of descriptions the disposable cards have?,34,disposable_card_limits
the cash i deposited using the atm is still pending,5,pending_cash_withdrawal
"i accidentally entered in my retailers information, what should i do next",21,transfer_not_received_by_recipient
help me figure out why my transfer was declined,43,declined_transfer
how do i access the auto top-up option?,8,automatic_top_up
i do not have my pin yet,31,get_physical_card
was i charged more than i should of been for a currency exchange?,3,card_payment_wrong_exchange_rate
what is the present state of the exchange rate?,2,exchange_rate
what is the max amount of top-ups?,18,top_up_limits
how can i activate my new card? i didn't recieve any information with it about how to do so.,71,activate_my_card
i would like to know where the funds are at.,50,verify_source_of_funds
the atm gave me less cash than requested,19,wrong_amount_of_cash_received
"someone has stolen my phone, what should i do?",41,lost_or_stolen_phone
i can not find my phone or it has been stolen.,41,lost_or_stolen_phone
how old do my kids need to be to open an account?,12,age_limit
how does my statement get updated so i know when a refund will reflect on my balance,44,Refund_not_showing_up
i refilled my account balance but got an error message.,25,top_up_reverted
i have an unauthorized direct debit on my account,37,direct_debit_payment_not_recognised
what steps do you take to check identity,75,verify_my_identity
"while abroad i got cash, and a wrong exchange rate was applied.",64,wrong_exchange_rate_for_cash_withdrawal
where do i find my card pin?,31,get_physical_card
can i use swift transfers?,15,top_up_by_bank_transfer_charge
how do i set up my apple pay watch to connect to my account,74,apple_pay_or_google_pay
"hi, i used an atm today to take money out of my account, but the amount it gave me is not the amount i requested. what should i do?",19,wrong_amount_of_cash_received
need to know places i can withdraw money,36,atm_support
how can you assist me on topping up on bank transfers to my account?,58,transfer_into_account
i was charged twice for the same thing.,49,transaction_charged_twice
i did not get any money but still was charged,19,wrong_amount_of_cash_received
i've made a horrible mistake! i transferred money to the wrong account by accident! i entered one of the digits wrong. i need this cancelled immediately please.,17,cancel_transfer
i think the payment from my card was revereted,52,reverted_card_payment?
my card must have used my card as there are some transactions that i haven't done myself..,35,compromised_card
help! the app says i took out cash but i didn't!,68,cash_withdrawal_not_recognised
i need to deposit money to my account,58,transfer_into_account
my cheque is slow to cash,26,balance_not_updated_after_cheque_or_cash_deposit
i bought something on line a and the seller hasn't received the money i sent could you please tell me how long an eu transfer takes?,46,pending_transfer
"my money is gone. i had topped up recently and saw it was there and went through, but now it's disappeared, what is happening?",25,top_up_reverted
"please help me, as my topup amount has been reverted, i did it correctly. i think there is some defect in system.",25,top_up_reverted
what is the time for a transfer?,21,transfer_not_received_by_recipient
my payment has been returned.,52,reverted_card_payment?
how do i get extra cards?,60,getting_spare_card
what currencies can i exchange between on your app?,10,exchange_via_app
why was i charged an extra fee when paying with card?,20,card_payment_fee_charged
is there a charge for getting more cards?,60,getting_spare_card
what is going on? i have checked over and over and the details of my account are right. why is my transfer still pending? it's 2018 not 1818. transfering money to another country can't be that hard.,46,pending_transfer
"i have one of your cards, but i don't know how to link it.",1,card_linking
my transfer didn't work how come?,57,failed_transfer
can i top-up by cheque?,61,top_up_by_cash_or_cheque
help please! my rent payment is coming out tomorrow and i made a payment mistake yesterday! can you put in in the correct account?,17,cancel_transfer
i'd like like to know where i can order a virtual card?,23,getting_virtual_card
i would like to transfer money from my checking account to my savings account.,58,transfer_into_account
why has my top-up been reverted?,25,top_up_reverted
where is my virtual card?,23,getting_virtual_card
is it free to send out more cards?,60,getting_spare_card
how much does it cost to add money to my card,70,top_up_by_card_charge
i requested a refund but am unable to see it in my account. why is that?,44,Refund_not_showing_up
what happens if i use my account and my identity verification hasn't finished?,29,why_verify_identity
how can i open an account for my children?,12,age_limit
i was issued a card about a week ago. why hasn't it come in yet?,0,card_arrival
do you have to be in the uk to get a card?,76,country_support
"my order hasn't shown up yet, what can i do?",42,request_refund
i really need to top-up my card today urgently but my card keeps getting declined!! can you please resolve this problem or let me know if you have any alternatives,66,top_up_failed
my statement is showing an extra £1 charge and i am unsure why. is there an explanation for this?,4,extra_charge_on_statement
why did my payment revert,52,reverted_card_payment?
why wasn't my top-up accepted and where did that money go? at first it said it was confirmed but now i can't find it.,25,top_up_reverted
"hello, i didn't receive the right amount on my atm transaction, the app shows the correct amount how can we fix this",19,wrong_amount_of_cash_received
is there a way to order a virtual card on the website?,23,getting_virtual_card
my top-up funds aren't available yet.,16,pending_top_up
can i change my in at all atm's?,53,change_pin
"my card details could be stolen, as i didnt make these transactions",35,compromised_card
there's been a transaction to the wrong account.,17,cancel_transfer
